week,year,crop,doy,mean_ndvi,q25_ndvi,q75_ndvi,n_pixels
9,2023,corn,170,0.8633529052734376,0.828,0.912,5005124
10,2023,corn,177,0.8840281982421875,0.852,0.932,5005124
11,2023,corn,184,0.9148199462890625,0.896,0.952,5005124
12,2023,corn,191,0.9324840698242187,0.92,0.96,5005124
13,2023,corn,198,0.9341018676757813,0.924,0.96,5005124
14,2023,corn,205,0.93427099609375,0.924,0.956,5005124
15,2023,corn,212,0.9049441528320312,0.888,0.952,5005124
16,2023,corn,219,0.9277611083984375,0.916,0.956,5005124
17,2023,corn,226,0.9322589111328125,0.924,0.956,5005124
18,2023,corn,233,0.909433837890625,0.896,0.94,5005124
19,2023,corn,240,0.9075842895507813,0.892,0.94,5005124
20,2023,corn,247,0.8703932495117187,0.836,0.912,5005124
21,2023,corn,254,0.8423331909179688,0.8,0.892,5005124
22,2023,corn,261,0.7959037475585937,0.744,0.844,5005124
23,2023,corn,268,0.7647462158203125,0.712,0.816,5005124
24,2023,corn,275,0.7464982299804688,0.692,0.792,5005124
25,2023,corn,282,0.7210003051757813,0.668,0.76,5005124
26,2023,corn,289,0.69839404296875,0.652,0.736,5005124
27,2023,corn,296,0.6658157348632813,0.628,0.7,5005124
28,2023,corn,303,0.6733041381835938,0.632,0.708,5005124
29,2023,corn,310,0.6733218383789062,0.636,0.7,5005124
0,2023,soy,100,0.6552205810546875,0.616,0.7,4251785
1,2023,soy,107,0.6629000854492187,0.616,0.704,4251785
2,2023,soy,114,0.6780630493164063,0.624,0.716,4251785
3,2023,soy,121,0.68721826171875,0.632,0.724,4251785
4,2023,soy,128,0.6924837646484375,0.636,0.736,4251785
5,2023,soy,135,0.736152587890625,0.676,0.784,4251785
6,2023,soy,142,0.742395751953125,0.684,0.792,4251785
7,2023,soy,156,0.7729888305664062,0.724,0.816,4251785
8,2023,soy,163,0.8172894897460937,0.776,0.86,4251785
9,2023,soy,170,0.8357697143554688,0.792,0.884,4251785
10,2023,soy,177,0.8620281982421875,0.824,0.908,4251785
11,2023,soy,184,0.8996237182617187,0.872,0.936,4251785
12,2023,soy,191,0.924718505859375,0.904,0.952,4251785
13,2023,soy,198,0.9306576538085938,0.912,0.956,4251785
14,2023,soy,205,0.9345919799804687,0.92,0.96,4251785
15,2023,soy,212,0.905680908203125,0.888,0.952,4251785
16,2023,soy,219,0.93186181640625,0.92,0.96,4251785
17,2023,soy,226,0.9403331298828125,0.928,0.964,4251785
18,2023,soy,233,0.9193505249023437,0.908,0.948,4251785
19,2023,soy,240,0.9194436645507813,0.904,0.948,4251785
20,2023,soy,247,0.8830380249023437,0.852,0.924,4251785
21,2023,soy,254,0.8511144409179687,0.808,0.9,4251785
22,2023,soy,261,0.7942061767578125,0.744,0.844,4251785
23,2023,soy,268,0.7575400390625,0.708,0.804,4251785
24,2023,soy,275,0.7378567504882813,0.688,0.78,4251785
25,2023,soy,282,0.71353369140625,0.664,0.752,4251785
26,2023,soy,289,0.6926768798828125,0.644,0.732,4251785
27,2023,soy,296,0.6599426879882813,0.62,0.7,4251785
28,2023,soy,303,0.664647216796875,0.628,0.708,4251785
29,2023,soy,310,0.6704810180664063,0.632,0.7,4251785
0,2023,wheat,100,0.6986995239257813,0.632,0.752,875776
1,2023,wheat,107,0.70386767578125,0.636,0.76,875776
2,2023,wheat,114,0.7159258422851562,0.648,0.776,875776
3,2023,wheat,121,0.7368602905273437,0.668,0.8,875776
4,2023,wheat,128,0.7372473754882812,0.668,0.8,875776
5,2023,wheat,135,0.7773562622070312,0.716,0.84,875776
6,2023,wheat,142,0.75450927734375,0.676,0.832,875776
7,2023,wheat,156,0.8111976318359375,0.76,0.864,875776
8,2023,wheat,163,0.8123555297851562,0.764,0.864,875776
9,2023,wheat,170,0.8113086547851562,0.764,0.86,875776
10,2023,wheat,177,0.801283203125,0.756,0.852,875776
11,2023,wheat,184,0.7880464477539062,0.732,0.844,875776
12,2023,wheat,191,0.8067134399414062,0.752,0.864,875776
13,2023,wheat,198,0.8078646850585938,0.752,0.868,875776
14,2023,wheat,205,0.8013412475585937,0.744,0.86,875776
15,2023,wheat,212,0.796075439453125,0.74,0.852,875776
16,2023,wheat,219,0.7990554809570313,0.74,0.86,875776
17,2023,wheat,226,0.7978159790039062,0.74,0.856,875776
18,2023,wheat,233,0.775404296875,0.716,0.828,875776
19,2023,wheat,240,0.7714635620117187,0.708,0.82,875776
20,2023,wheat,247,0.7506403198242187,0.692,0.796,875776
21,2023,wheat,254,0.7356506958007812,0.668,0.784,875776
22,2023,wheat,261,0.7356477661132812,0.676,0.784,875776
23,2023,wheat,268,0.728912353515625,0.676,0.772,875776
24,2023,wheat,275,0.7267869873046875,0.672,0.772,875776
25,2023,wheat,282,0.7077485961914063,0.66,0.744,875776
26,2023,wheat,289,0.6975458374023438,0.652,0.732,875776
27,2023,wheat,296,0.681069580078125,0.64,0.712,875776
28,2023,wheat,303,0.687825927734375,0.64,0.72,875776
29,2023,wheat,310,0.6935528564453125,0.644,0.728,875776
0,2024,corn,106,0.6823866577148437,0.632,0.716,4808855
1,2024,corn,113,0.6850302124023437,0.636,0.72,4808855
2,2024,corn,120,0.7045082397460938,0.648,0.748,4808855
3,2024,corn,127,0.7437637329101563,0.676,0.804,4808855
4,2024,corn,134,0.727605224609375,0.668,0.776,4808855
5,2024,corn,141,0.738515869140625,0.68,0.788,4808855
6,2024,corn,148,0.743445556640625,0.684,0.796,4808855
7,2024,corn,155,0.7756719360351563,0.716,0.832,4808855
8,2024,corn,162,0.8055711669921874,0.748,0.864,4808855
9,2024,corn,169,0.8323510131835937,0.776,0.896,4808855
10,2024,corn,176,0.8782191772460938,0.84,0.928,4808855
11,2024,corn,183,0.9022072143554688,0.876,0.944,4808855
12,2024,corn,190,0.9273432006835938,0.912,0.96,4808855
13,2024,corn,197,0.9266695556640625,0.912,0.956,4808855
14,2024,corn,204,0.931091064453125,0.92,0.96,4808855
15,2024,corn,211,0.9370942993164062,0.928,0.96,4808855
16,2024,corn,218,0.9255238647460937,0.916,0.956,4808855
17,2024,corn,225,0.9263023681640625,0.916,0.956,4808855
18,2024,corn,232,0.9264932861328125,0.916,0.952,4808855
19,2024,corn,239,0.9188180541992188,0.908,0.948,4808855
20,2024,corn,246,0.90518505859375,0.892,0.94,4808855
21,2024,corn,253,0.8634559326171874,0.836,0.904,4808855
22,2024,corn,260,0.8175113525390625,0.776,0.864,4808855
23,2024,corn,267,0.7742529907226563,0.728,0.832,4808855
24,2024,corn,274,0.7496043090820312,0.704,0.792,4808855
25,2024,corn,281,0.7225488891601562,0.68,0.756,4808855
26,2024,corn,288,0.6974444580078125,0.656,0.724,4808855
27,2024,corn,295,0.678990234375,0.644,0.7,4808855
28,2024,corn,302,0.6563746337890625,0.628,0.68,4808855
29,2024,corn,309,0.6563490600585937,0.616,0.684,4808855
0,2024,soy,106,0.6871429443359375,0.632,0.728,4342619
1,2024,soy,113,0.68740185546875,0.632,0.728,4342619
2,2024,soy,120,0.7049298706054687,0.644,0.752,4342619
3,2024,soy,127,0.748360595703125,0.676,0.816,4342619
4,2024,soy,134,0.7297650756835937,0.668,0.78,4342619
5,2024,soy,141,0.7378045043945313,0.676,0.788,4342619
6,2024,soy,148,0.7430380859375,0.684,0.796,4342619
7,2024,soy,155,0.7661952514648438,0.708,0.82,4342619
8,2024,soy,162,0.7875388793945313,0.732,0.844,4342619
9,2024,soy,169,0.8044338989257812,0.744,0.864,4342619
10,2024,soy,176,0.8478508911132813,0.8,0.904,4342619
11,2024,soy,183,0.8755240478515625,0.836,0.928,4342619
12,2024,soy,190,0.9109031982421875,0.884,0.948,4342619
13,2024,soy,197,0.9179623413085938,0.892,0.952,4342619
14,2024,soy,204,0.9276058349609375,0.912,0.956,4342619
15,2024,soy,211,0.9418451538085938,0.932,0.964,4342619
16,2024,soy,218,0.935544677734375,0.924,0.96,4342619
17,2024,soy,225,0.93552001953125,0.924,0.96,4342619
18,2024,soy,232,0.9376716918945313,0.928,0.96,4342619
19,2024,soy,239,0.931520751953125,0.92,0.952,4342619
20,2024,soy,246,0.91913427734375,0.904,0.944,4342619
21,2024,soy,253,0.8775638427734375,0.852,0.912,4342619
22,2024,soy,260,0.8155673217773437,0.772,0.86,4342619
23,2024,soy,267,0.7581709594726562,0.716,0.812,4342619
24,2024,soy,274,0.7419954223632812,0.696,0.78,4342619
25,2024,soy,281,0.7152957153320313,0.668,0.752,4342619
26,2024,soy,288,0.6933265380859375,0.648,0.724,4342619
27,2024,soy,295,0.6789125366210937,0.64,0.704,4342619
28,2024,soy,302,0.66042822265625,0.628,0.688,4342619
29,2024,soy,309,0.6659236450195313,0.624,0.696,4342619
0,2024,wheat,106,0.7913650512695313,0.724,0.86,749950
1,2024,wheat,113,0.7945801391601562,0.736,0.856,749950
2,2024,wheat,120,0.8219989624023437,0.768,0.884,749950
3,2024,wheat,127,0.8281217651367188,0.78,0.884,749950
4,2024,wheat,134,0.8301971435546875,0.784,0.884,749950
5,2024,wheat,141,0.8140618286132812,0.76,0.872,749950
6,2024,wheat,148,0.7883115234375,0.724,0.852,749950
7,2024,wheat,155,0.783447021484375,0.716,0.844,749950
8,2024,wheat,162,0.764220703125,0.7,0.82,749950
9,2024,wheat,169,0.7476141967773438,0.684,0.804,749950
10,2024,wheat,176,0.747333251953125,0.68,0.808,749950
11,2024,wheat,183,0.7521315307617188,0.68,0.816,749950
12,2024,wheat,190,0.7687658081054688,0.704,0.832,749950
13,2024,wheat,197,0.7640126953125,0.7,0.82,749950
14,2024,wheat,204,0.7797826538085938,0.724,0.836,749950
15,2024,wheat,211,0.7633048095703125,0.696,0.824,749950
16,2024,wheat,218,0.7446251220703125,0.676,0.804,749950
17,2024,wheat,225,0.7664796752929688,0.696,0.832,749950
18,2024,wheat,232,0.7665908203125,0.696,0.832,749950
19,2024,wheat,239,0.7664744873046875,0.696,0.832,749950
20,2024,wheat,246,0.7507483520507813,0.68,0.812,749950
21,2024,wheat,253,0.7308048095703125,0.668,0.784,749950
22,2024,wheat,260,0.7198068237304688,0.664,0.764,749950
23,2024,wheat,267,0.7093056640625,0.656,0.752,749950
24,2024,wheat,274,0.7010724487304687,0.652,0.736,749950
25,2024,wheat,281,0.6963367919921875,0.652,0.728,749950
26,2024,wheat,288,0.6829343872070313,0.644,0.708,749950
27,2024,wheat,295,0.6826283569335938,0.644,0.708,749950
28,2024,wheat,302,0.6797268676757813,0.64,0.708,749950
29,2024,wheat,309,0.6843191528320313,0.632,0.724,749950
0,2025,corn,104,0.6639879150390625,0.62,0.688,5105050
1,2025,corn,111,0.6813451538085937,0.632,0.716,5105050
2,2025,corn,118,0.6871481323242188,0.64,0.72,5105050
3,2025,corn,125,0.7132354125976562,0.656,0.76,5105050
4,2025,corn,132,0.7187886352539062,0.66,0.764,5105050
5,2025,corn,139,0.6926280517578125,0.636,0.744,5105050
6,2025,corn,146,0.73290234375,0.676,0.78,5105050
7,2025,corn,153,0.7564522705078125,0.7,0.808,5105050
8,2025,corn,160,0.770372802734375,0.716,0.828,5105050
9,2025,corn,167,0.8362431640625,0.788,0.892,5105050
10,2025,corn,174,0.8686412353515625,0.828,0.928,5105050
11,2025,corn,181,0.912406982421875,0.892,0.952,5105050
12,2025,corn,188,0.9292728271484375,0.916,0.96,5105050
13,2025,corn,195,0.9223607177734375,0.908,0.956,5105050
14,2025,corn,202,0.9406881103515625,0.932,0.96,5105050
15,2025,corn,209,0.9455753784179688,0.94,0.968,5105050
16,2025,corn,216,0.924135986328125,0.912,0.956,5105050
17,2025,corn,223,0.93937451171875,0.932,0.96,5105050
18,2025,corn,230,0.9283786010742188,0.916,0.956,5105050
19,2025,corn,237,0.9057125244140625,0.9,0.948,5105050
20,2025,corn,244,0.9025587768554687,0.884,0.932,5105050
21,2025,corn,251,0.8723819580078125,0.848,0.908,5105050
22,2025,corn,258,0.824743408203125,0.784,0.872,5105050
23,2025,corn,265,0.7924908447265625,0.744,0.844,5105050
24,2025,corn,272,0.7592228393554687,0.708,0.808,5105050
25,2025,corn,286,0.7103389282226562,0.664,0.748,5105050
26,2025,corn,293,0.698389404296875,0.652,0.732,5105050
27,2025,corn,300,0.6811661987304688,0.64,0.712,5105050
28,2025,corn,307,0.6791197509765625,0.64,0.708,5105050
0,2025,soy,104,0.6666494140625,0.62,0.7,4038248
1,2025,soy,111,0.6847279663085938,0.628,0.728,4038248
2,2025,soy,118,0.685539794921875,0.632,0.724,4038248
3,2025,soy,125,0.71515869140625,0.652,0.768,4038248
4,2025,soy,132,0.7191766357421875,0.656,0.772,4038248
5,2025,soy,139,0.6931235961914063,0.632,0.748,4038248
6,2025,soy,146,0.7334599609375,0.68,0.78,4038248
7,2025,soy,153,0.7498289184570313,0.692,0.8,4038248
8,2025,soy,160,0.7600282592773437,0.708,0.816,4038248
9,2025,soy,167,0.812322509765625,0.764,0.864,4038248
10,2025,soy,174,0.8442528076171875,0.796,0.904,4038248
11,2025,soy,181,0.8907898559570312,0.856,0.94,4038248
12,2025,soy,188,0.9145704956054688,0.888,0.952,4038248
13,2025,soy,195,0.9094376831054688,0.888,0.948,4038248
14,2025,soy,202,0.9384600830078125,0.928,0.96,4038248
15,2025,soy,209,0.9478419799804687,0.94,0.968,4038248
16,2025,soy,216,0.9284861450195312,0.916,0.96,4038248
17,2025,soy,223,0.9477050170898438,0.94,0.964,4038248
18,2025,soy,230,0.941236328125,0.932,0.964,4038248
19,2025,soy,237,0.9294725952148437,0.92,0.956,4038248
20,2025,soy,244,0.9164781494140625,0.9,0.94,4038248
21,2025,soy,251,0.8825886840820313,0.86,0.912,4038248
22,2025,soy,258,0.818630615234375,0.78,0.864,4038248
23,2025,soy,265,0.7776393432617188,0.732,0.82,4038248
24,2025,soy,272,0.7428577270507812,0.696,0.784,4038248
25,2025,soy,286,0.7000682373046875,0.652,0.74,4038248
26,2025,soy,293,0.69416015625,0.644,0.732,4038248
27,2025,soy,300,0.6800985107421875,0.636,0.716,4038248
28,2025,soy,307,0.6795121459960938,0.636,0.712,4038248
0,2025,wheat,104,0.79028759765625,0.712,0.872,742575
1,2025,wheat,111,0.7901304931640625,0.724,0.864,742575
2,2025,wheat,118,0.8243583374023438,0.764,0.892,742575
3,2025,wheat,125,0.839623779296875,0.788,0.904,742575
4,2025,wheat,132,0.8378807983398437,0.784,0.9,742575
5,2025,wheat,139,0.8104697875976562,0.756,0.876,742575
6,2025,wheat,146,0.805296875,0.756,0.86,742575
7,2025,wheat,153,0.7893839111328125,0.736,0.836,742575
8,2025,wheat,160,0.7846033325195313,0.732,0.836,742575
9,2025,wheat,167,0.7684501342773438,0.708,0.82,742575
10,2025,wheat,174,0.7630613403320312,0.696,0.82,742575
11,2025,wheat,181,0.7641192626953125,0.692,0.828,742575
12,2025,wheat,188,0.7791734008789063,0.716,0.84,742575
13,2025,wheat,195,0.7851710205078125,0.724,0.844,742575
14,2025,wheat,202,0.7922749633789062,0.728,0.856,742575
15,2025,wheat,209,0.7980468139648438,0.732,0.864,742575
16,2025,wheat,216,0.7893207397460937,0.716,0.86,742575
17,2025,wheat,223,0.7932445678710938,0.728,0.86,742575
18,2025,wheat,230,0.7844561157226563,0.72,0.844,742575
19,2025,wheat,237,0.7279343872070313,0.652,0.796,742575
20,2025,wheat,244,0.7841807250976562,0.724,0.844,742575
21,2025,wheat,251,0.7737869873046875,0.716,0.832,742575
22,2025,wheat,258,0.7581640625,0.7,0.812,742575
23,2025,wheat,265,0.75132666015625,0.696,0.8,742575
24,2025,wheat,272,0.7443818359375,0.696,0.788,742575
25,2025,wheat,286,0.73050244140625,0.684,0.768,742575
26,2025,wheat,293,0.7176273193359375,0.668,0.756,742575
27,2025,wheat,300,0.7180257568359375,0.668,0.756,742575
28,2025,wheat,307,0.7120596923828125,0.664,0.748,742575
